sample_id	pos	softL	softR	read_len
PN1_SID16	17874813	0	0	151
PN1_SID16	17933742	0	0	72
PN1_SID16	17933745	0	0	69
PN1_SID16	17933745	0	0	69
PN1_SID16	17933772	0	15	151
PN1_SID16	17933809	5	0	151
PN1_SID16	17933842	0	0	151
PN1_SID16	17933859	0	0	151
PN1_SID16	17933865	0	0	151
PN1_SID16	17933884	1	0	150
PN1_SID16	17933891	0	20	143
PN1_SID17	17874814	0	0	150
PN1_SID17	17933751	0	0	112
PN1_SID17	17933816	0	0	151
PN1_SID17	17933826	0	2	104
PN1_SID17	17933878	0	0	151
PN1_SID17	17933890	22	0	109
PN1_SID17	17933891	0	0	151
PN1_SID17	17933894	0	0	151
PN1_SID18	17933891	0	0	151
PN1_SID19	17933690	0	0	102
PN1_SID19	17933727	12	0	58
PN1_SID19	17933736	0	0	45
PN1_SID19	17933741	0	0	57
PN1_SID19	17933763	0	0	151
PN1_SID19	17933776	0	0	38
PN1_SID19	17933791	0	0	151
PN1_SID19	17933865	0	0	151
PN1_SID19	17933865	0	0	151
PN1_SID19	17933871	0	0	119
PN1_SID19	17933871	0	0	151
PN1_SID19	17933872	0	0	151
PN1_SID19	17933872	0	0	151
PN1_SID19	17933872	0	0	151
PN1_SID19	17933879	0	0	151
PN1_SID19	17933879	36	0	151
PN1_SID19	17933889	0	0	151
PN1_SID19	17933889	0	0	151
PN1_SID1	17925667	23	0	151
PN1_SID1	17925703	0	0	61
PN1_SID1	17933707	5	0	151
PN1_SID1	17933762	0	0	151
PN1_SID1	17933808	0	0	74
PN1_SID1	17933821	0	0	151
PN1_SID1	17933835	0	0	151
PN1_SID1	17933853	0	0	149
PN1_SID1	17933860	5	0	151
PN1_SID1	17933865	0	0	151
PN1_SID1	17933865	0	0	151
PN1_SID1	17933878	0	0	151
PN1_SID1	17933879	0	0	150
PN1_SID1	17933889	0	0	150
PN1_SID1	17933899	0	0	151
PN1_SID1	17933899	0	0	151
PN1_SID1	17933899	0	0	151
PN1_SID1	17933899	0	0	151
PN1_SID20	17933699	0	0	151
PN1_SID20	17933745	0	0	54
PN1_SID20	17933811	0	0	118
PN1_SID20	17933811	0	0	151
PN1_SID20	17933845	5	0	40
PN1_SID20	17933850	20	0	89
PN1_SID20	17933858	42	0	150
PN1_SID20	17933864	0	0	151
PN1_SID20	17933865	0	0	151
PN1_SID20	17933896	0	0	43
PN1_SID20	17933896	0	0	43
PN1_SID20	17933899	0	0	107
PN1_SID20	17933900	0	0	150
PN1_SID20	17933901	0	0	151
PN1_SID21	17925644	0	0	151
PN1_SID21	17925670	0	0	151
PN1_SID21	17925691	0	0	151
PN1_SID21	17933746	0	0	151
PN1_SID21	17933746	0	0	149
PN1_SID21	17933751	0	0	63
PN1_SID21	17933752	31	0	151
PN1_SID21	17933764	0	0	116
PN1_SID21	17933772	0	15	151
PN1_SID21	17933789	0	0	55
PN1_SID21	17933821	0	2	150
PN1_SID21	17933826	0	0	151
PN1_SID21	17933858	0	0	151
PN1_SID21	17933858	0	0	151
PN1_SID21	17933859	0	0	149
PN1_SID21	17933864	0	0	151
PN1_SID21	17933865	0	0	151
PN1_SID21	17933865	0	0	151
PN1_SID21	17933871	0	0	151
PN1_SID21	17933872	5	0	151
PN1_SID21	17933883	0	0	151
PN1_SID21	17933887	2	3	85
PN1_SID21	17933894	5	0	151
PN1_SID21	17933898	0	0	151
PN1_SID21	17933898	0	0	151
PN1_SID21	17933899	0	0	119
PN1_SID21	17933899	0	0	135
PN1_SID21	17933899	0	0	151
PN1_SID21	17933899	0	0	151
PN1_SID22	17933745	0	0	69
PN1_SID22	17933749	0	3	68
PN1_SID22	17933863	0	0	70
PN1_SID22	17933877	0	0	97
PN1_SID22	17933899	0	0	151
PN1_SID22	17933899	0	0	151
PN1_SID23	17924916	0	0	151
PN1_SID23	17925644	0	0	151
PN1_SID23	17933694	0	0	147
PN1_SID23	17933707	0	0	151
PN1_SID23	17933741	0	0	151
PN1_SID23	17933744	0	0	151
PN1_SID23	17933744	0	0	151
PN1_SID23	17933745	0	0	44
PN1_SID23	17933745	0	0	44
PN1_SID23	17933760	0	0	151
PN1_SID23	17933770	0	0	151
PN1_SID23	17933770	0	0	45
PN1_SID23	17933772	0	15	151
PN1_SID23	17933772	0	15	151
PN1_SID23	17933779	0	0	150
PN1_SID23	17933826	0	0	151
PN1_SID23	17933827	0	2	46
PN1_SID23	17933838	0	0	42
PN1_SID23	17933848	0	0	150
PN1_SID23	17933849	2	3	64
PN1_SID23	17933861	0	0	150
PN1_SID23	17933871	0	0	151
PN1_SID23	17933881	0	0	38
PN1_SID23	17933884	0	0	151
PN1_SID23	17933891	0	0	151
PN1_SID23	17933891	0	0	151
PN1_SID23	17933894	0	0	83
PN1_SID23	17933894	0	0	151
PN1_SID23	17933895	0	0	150
PN1_SID23	17933899	4	0	106
PN1_SID23	17933899	0	0	114
PN1_SID23	17933899	0	0	151
PN1_SID23	17933899	0	0	86
PN1_SID23	17933901	6	0	151
PN1_SID24	17924896	0	0	151
PN1_SID24	17925722	16	0	115
PN1_SID24	17933691	22	0	112
PN1_SID24	17933694	4	0	96
PN1_SID24	17933746	0	0	52
PN1_SID24	17933749	0	0	151
PN1_SID24	17933783	0	0	151
PN1_SID24	17933804	0	0	151
PN1_SID24	17933807	0	2	60
PN1_SID24	17933826	0	0	151
PN1_SID24	17933827	0	0	107
PN1_SID24	17933837	0	0	151
PN1_SID24	17933848	0	0	150
PN1_SID24	17933863	0	2	151
PN1_SID24	17933865	0	0	151
PN1_SID24	17933865	0	0	151
PN1_SID24	17933866	0	0	151
PN1_SID24	17933866	0	0	151
PN1_SID24	17933867	0	0	151
PN1_SID24	17933871	0	0	75
PN1_SID24	17933890	11	0	151
PN1_SID24	17933891	0	0	39
PN1_SID24	17933899	0	0	151
PN1_SID24	17933899	0	0	151
PN1_SID24	17933899	0	0	45
PN1_SID24	17933899	0	0	151
PN1_SID24	17933899	0	0	151
PN1_SID24	17933899	0	0	151
PN1_SID24	17933899	0	0	132
PN1_SID24	17933901	0	0	149
PN1_SID25	17933735	6	0	151
PN1_SID25	17933826	0	0	143
PN1_SID25	17933834	16	0	151
PN1_SID25	17933859	18	0	124
PN1_SID25	17933863	0	0	151
PN1_SID25	17933879	34	0	151
PN1_SID25	17933889	0	0	150
PN1_SID25	17933891	0	1	131
PN1_SID25	17933899	0	0	151
PN1_SID26	17924909	1	0	151
PN1_SID26	17933728	0	0	151
PN1_SID26	17933746	0	0	151
PN1_SID26	17933768	0	0	151
PN1_SID26	17933772	0	0	119
PN1_SID26	17933772	0	0	151
PN1_SID26	17933789	0	0	91
PN1_SID26	17933811	0	0	151
PN1_SID26	17933863	0	0	149
PN1_SID26	17933891	0	0	150
PN1_SID26	17933894	0	0	151
PN1_SID27	17924911	20	0	150
PN1_SID27	17933734	9	0	116
PN1_SID27	17933753	9	5	115
PN1_SID27	17933772	0	0	150
PN1_SID27	17933815	13	0	39
PN1_SID27	17933827	0	0	151
PN1_SID27	17933837	0	0	151
PN1_SID27	17933883	0	0	151
PN1_SID27	17933891	0	0	151
PN1_SID27	17933896	0	3	151
PN1_SID27	17933896	0	0	150
PN1_SID27	17933897	0	0	151
PN1_SID27	17933899	0	0	151
PN1_SID27	17933899	0	0	151
PN1_SID27	17933899	4	0	151
PN1_SID27	17933899	4	0	151
PN1_SID27	17933899	0	0	151
PN1_SID28	17933740	0	0	65
PN1_SID28	17933741	0	0	151
PN1_SID28	17933749	5	0	151
PN1_SID28	17933809	0	0	139
PN1_SID28	17933861	0	0	151
PN1_SID28	17933861	6	0	150
PN1_SID28	17933868	37	0	151
PN1_SID28	17933896	0	0	151
PN1_SID28	17933899	0	0	150
PN1_SID28	17933899	0	0	151
PN1_SID29	17933734	22	0	151
PN1_SID29	17933737	8	0	151
PN1_SID29	17933808	0	0	151
PN1_SID29	17933821	0	0	151
PN1_SID29	17933827	0	0	150
PN1_SID29	17933899	0	0	151
PN1_SID29	17933899	0	0	151
PN1_SID2	17925673	0	0	151
PN1_SID2	17925701	0	0	151
PN1_SID2	17925701	0	0	151
PN1_SID2	17933702	1	0	151
PN1_SID2	17933724	13	0	74
PN1_SID2	17933746	0	0	151
PN1_SID2	17933754	4	0	151
PN1_SID2	17933762	0	5	151
PN1_SID2	17933765	0	8	151
PN1_SID2	17933773	0	16	151
PN1_SID2	17933773	0	16	151
PN1_SID2	17933788	0	3	123
PN1_SID2	17933789	0	32	151
PN1_SID2	17933794	0	37	151
PN1_SID2	17933806	0	42	143
PN1_SID2	17933816	0	1	93
PN1_SID2	17933822	1	9	96
PN1_SID2	17933842	0	0	151
PN1_SID2	17933849	4	7	70
PN1_SID2	17933869	0	0	151
PN1_SID2	17933872	7	0	151
PN1_SID2	17933872	0	0	151
PN1_SID30	17924898	0	0	150
PN1_SID30	17925665	0	0	151
PN1_SID30	17925672	0	0	151
PN1_SID30	17933729	0	0	151
PN1_SID30	17933735	2	0	151
PN1_SID30	17933743	2	0	151
PN1_SID30	17933743	2	0	151
PN1_SID30	17933747	0	0	151
PN1_SID30	17933747	0	0	151
PN1_SID30	17933757	0	0	151
PN1_SID30	17933759	9	0	55
PN1_SID30	17933770	0	0	151
PN1_SID30	17933772	0	0	151
PN1_SID30	17933787	0	0	149
PN1_SID30	17933803	2	0	42
PN1_SID30	17933816	0	0	151
PN1_SID30	17933819	0	0	151
PN1_SID30	17933826	0	0	151
PN1_SID30	17933826	4	1	76
PN1_SID30	17933834	16	0	151
PN1_SID30	17933837	0	0	151
PN1_SID30	17933840	0	0	150
PN1_SID30	17933842	0	0	151
PN1_SID30	17933848	0	0	150
PN1_SID30	17933850	0	0	151
PN1_SID30	17933861	20	0	150
PN1_SID30	17933861	22	0	150
PN1_SID30	17933861	22	2	97
PN1_SID30	17933865	0	0	151
PN1_SID30	17933865	0	0	151
PN1_SID30	17933865	8	0	82
PN1_SID30	17933865	0	0	151
PN1_SID30	17933867	0	0	151
PN1_SID30	17933871	0	0	151
PN1_SID30	17933871	0	0	151
PN1_SID30	17933878	0	0	150
PN1_SID30	17933883	0	0	151
PN1_SID30	17933893	0	0	149
PN1_SID30	17933896	0	0	151
PN1_SID30	17933899	0	0	151
PN1_SID30	17933899	0	0	151
PN1_SID31	17844624	0	0	151
PN1_SID31	17925677	0	0	114
PN1_SID31	17933824	0	0	58
PN1_SID31	17933845	2	0	37
PN1_SID31	17933853	0	0	151
PN1_SID31	17933856	0	0	151
PN1_SID31	17933861	0	0	151
PN1_SID31	17933871	0	0	151
PN1_SID31	17933886	0	0	151
PN1_SID31	17933889	0	0	151
PN1_SID31	17933899	0	0	147
PN1_SID31	17933899	0	0	151
PN1_SID31	17933901	0	0	151
PN1_SID32	17933736	8	0	87
PN1_SID32	17933798	8	33	151
PN1_SID32	17933830	31	0	151
PN1_SID32	17933852	48	0	151
PN1_SID32	17933856	0	2	151
PN1_SID32	17933857	0	0	138
PN1_SID32	17933861	22	0	151
PN1_SID32	17933863	0	0	151
PN1_SID32	17933872	13	0	69
PN1_SID32	17933889	0	0	151
PN1_SID32	17933898	1	0	56
PN1_SID33	17933744	0	0	151
PN1_SID33	17933770	0	0	151
PN1_SID33	17933775	0	1	151
PN1_SID33	17933848	0	0	43
PN1_SID33	17933871	0	0	151
PN1_SID33	17933874	0	0	45
PN1_SID33	17933899	0	0	151
PN1_SID34	17933735	16	0	95
PN1_SID34	17933736	7	0	112
PN1_SID34	17933759	2	0	151
PN1_SID34	17933767	0	10	151
PN1_SID34	17933788	0	2	151
PN1_SID34	17933790	2	0	151
PN1_SID34	17933806	0	0	151
PN1_SID34	17933827	0	0	151
PN1_SID34	17933840	0	0	151
PN1_SID34	17933840	0	0	151
PN1_SID34	17933843	0	0	151
PN1_SID34	17933871	0	2	142
PN1_SID34	17933872	0	0	150
PN1_SID34	17933873	2	0	126
PN1_SID34	17933878	0	0	151
PN1_SID34	17933878	0	0	151
PN1_SID34	17933885	40	0	151
PN1_SID34	17933889	0	0	151
PN1_SID34	17933890	0	0	65
PN1_SID34	17933899	0	0	151
PN1_SID35	17925692	47	0	150
PN1_SID35	17925704	0	0	151
PN1_SID35	17933707	0	0	52
PN1_SID35	17933707	0	0	52
PN1_SID35	17933741	14	0	56
PN1_SID35	17933773	0	0	150
PN1_SID35	17933845	0	0	151
PN1_SID35	17933850	7	0	37
PN1_SID35	17933853	0	0	151
PN1_SID35	17933861	22	0	151
PN1_SID35	17933865	0	0	151
PN1_SID35	17933865	0	0	151
PN1_SID35	17933865	0	0	151
PN1_SID35	17933870	0	0	150
PN1_SID35	17933872	0	0	151
PN1_SID35	17933873	0	0	151
PN1_SID35	17933876	4	0	151
PN1_SID35	17933887	0	0	52
PN1_SID35	17933891	0	0	151
PN1_SID35	17933896	0	0	151
PN1_SID35	17933899	4	0	143
PN1_SID36	17925670	18	0	88
PN1_SID36	17933732	18	0	111
PN1_SID36	17933778	0	0	150
PN1_SID36	17933841	15	0	151
PN1_SID36	17933873	0	0	151
PN1_SID36	17933873	0	0	151
PN1_SID36	17933899	0	0	151
PN1_SID36	17933899	0	0	110
PN1_SID36	17933899	0	0	151
PN1_SID37	17925662	4	0	151
PN1_SID37	17933702	0	0	151
PN1_SID37	17933742	0	0	43
PN1_SID37	17933744	0	0	41
PN1_SID37	17933762	0	0	151
PN1_SID37	17933762	0	0	115
PN1_SID37	17933852	48	0	151
PN1_SID37	17933861	0	0	150
PN1_SID38	17933696	3	0	92
PN1_SID38	17933738	21	0	68
PN1_SID38	17933741	0	0	73
PN1_SID38	17933745	0	0	40
PN1_SID38	17933748	0	0	66
PN1_SID38	17933850	0	0	151
PN1_SID38	17933871	0	0	151
PN1_SID38	17933871	0	0	151
PN1_SID38	17933881	37	0	151
PN1_SID38	17933893	2	0	151
PN1_SID39	17933699	21	0	151
PN1_SID39	17933740	0	1	41
PN1_SID39	17933748	0	0	37
PN1_SID39	17933748	0	0	37
PN1_SID39	17933770	0	13	151
PN1_SID39	17933794	0	0	151
PN1_SID39	17933808	0	0	150
PN1_SID39	17933821	0	0	151
PN1_SID39	17933824	0	0	150
PN1_SID39	17933824	0	0	151
PN1_SID39	17933834	9	0	151
PN1_SID39	17933841	1	2	95
PN1_SID39	17933866	0	0	107
PN1_SID39	17933871	0	0	151
PN1_SID39	17933889	0	0	151
PN1_SID39	17933891	0	0	150
PN1_SID39	17933899	0	0	126
PN1_SID39	17933899	0	0	151
PN1_SID39	17933899	0	0	114
PN1_SID3	17925720	0	0	78
PN1_SID3	17933691	24	0	92
PN1_SID3	17933731	42	0	125
PN1_SID3	17933734	22	0	150
PN1_SID3	17933752	0	0	62
PN1_SID3	17933768	0	0	151
PN1_SID3	17933770	0	0	151
PN1_SID3	17933801	0	0	151
PN1_SID3	17933840	0	2	74
PN1_SID3	17933847	0	0	151
PN1_SID3	17933865	14	0	144
PN1_SID3	17933865	0	0	151
PN1_SID3	17933890	12	0	151
PN1_SID3	17933890	11	0	150
PN1_SID3	17933890	12	0	151
PN1_SID3	17933891	0	0	151
PN1_SID3	17933899	0	0	151
PN1_SID3	17933899	0	0	151
PN1_SID40	17925724	34	0	105
PN1_SID40	17933748	0	0	96
PN1_SID40	17933770	0	0	120
PN1_SID40	17933872	0	4	141
PN1_SID40	17933872	0	0	151
PN1_SID40	17933885	0	0	46
PN1_SID40	17933889	0	0	150
PN1_SID40	17933891	0	0	151
PN1_SID40	17933894	0	0	151
PN1_SID40	17933898	0	0	87
PN1_SID40	17933898	0	0	87
PN1_SID40	17933898	0	0	87
PN1_SID40	17933899	0	0	151
PN1_SID41	17933742	0	0	81
PN1_SID41	17933769	40	0	151
PN1_SID41	17933889	0	0	150
PN1_SID41	17933889	0	0	151
PN1_SID42	17933706	0	0	81
PN1_SID42	17933726	10	0	89
PN1_SID42	17933726	10	0	89
PN1_SID42	17933732	0	0	73
PN1_SID42	17933763	0	2	119
PN1_SID42	17933763	0	0	109
PN1_SID42	17933831	0	0	64
PN1_SID42	17933841	1	0	151
PN1_SID42	17933865	0	0	151
PN1_SID42	17933865	0	0	151
PN1_SID42	17933865	0	0	151
PN1_SID42	17933888	0	0	151
PN1_SID43	17933727	0	0	150
PN1_SID43	17933755	6	0	36
PN1_SID43	17933755	6	0	65
PN1_SID43	17933768	0	0	51
PN1_SID43	17933770	0	0	151
PN1_SID43	17933796	17	0	150
PN1_SID43	17933798	0	41	151
PN1_SID43	17933800	0	0	151
PN1_SID43	17933835	0	0	151
PN1_SID43	17933837	0	0	151
PN1_SID43	17933839	39	0	151
PN1_SID43	17933852	46	0	149
PN1_SID43	17933864	0	0	151
PN1_SID43	17933865	0	0	140
PN1_SID43	17933865	0	0	151
PN1_SID43	17933865	0	0	151
PN1_SID43	17933866	0	0	151
PN1_SID43	17933867	0	0	151
PN1_SID43	17933867	5	0	151
PN1_SID43	17933877	0	0	40
PN1_SID43	17933878	0	0	151
PN1_SID43	17933882	6	0	151
PN1_SID43	17933885	0	0	43
PN1_SID43	17933885	19	0	151
PN1_SID43	17933889	0	0	151
PN1_SID43	17933891	0	0	144
PN1_SID43	17933893	0	1	151
PN1_SID43	17933899	0	0	151
PN1_SID43	17933899	0	0	151
PN1_SID43	17933899	0	0	69
PN1_SID44	17925690	32	0	150
PN1_SID44	17933720	0	2	151
PN1_SID44	17933745	0	0	60
PN1_SID44	17933745	0	0	99
PN1_SID44	17933745	0	0	99
PN1_SID44	17933857	0	0	151
PN1_SID44	17933863	0	0	151
PN1_SID44	17933866	0	0	151
PN1_SID44	17933891	0	0	151
PN1_SID44	17933899	0	0	151
PN1_SID44	17933899	0	2	64
PN1_SID45	17925644	0	37	147
PN1_SID45	17933740	6	0	51
PN1_SID45	17933740	6	0	99
PN1_SID45	17933740	5	0	98
PN1_SID45	17933742	0	0	57
PN1_SID45	17933744	0	0	55
PN1_SID45	17933857	0	0	151
PN1_SID45	17933866	0	0	124
PN1_SID45	17933891	33	0	150
PN1_SID46	17925673	0	0	151
PN1_SID46	17933765	13	0	128
PN1_SID46	17933811	0	2	46
PN1_SID46	17933843	12	0	150
PN1_SID46	17933845	6	0	41
PN1_SID46	17933865	0	0	151
PN1_SID46	17933866	36	0	151
PN1_SID46	17933866	0	0	151
PN1_SID46	17933866	0	0	151
PN1_SID46	17933899	0	0	151
PN1_SID47	17933719	0	2	151
PN1_SID47	17933723	0	0	151
PN1_SID47	17933827	14	0	151
PN1_SID47	17933837	0	0	151
PN1_SID47	17933840	0	0	150
PN1_SID47	17933843	0	0	150
PN1_SID47	17933844	20	0	94
PN1_SID47	17933844	36	0	147
PN1_SID47	17933848	0	2	150
PN1_SID47	17933863	0	0	151
PN1_SID47	17933865	0	0	151
PN1_SID47	17933865	0	0	151
PN1_SID47	17933866	0	0	151
PN1_SID47	17933866	0	0	151
PN1_SID47	17933870	0	0	137
PN1_SID47	17933889	0	0	151
PN1_SID47	17933889	0	0	151
PN1_SID47	17933890	23	0	88
PN1_SID47	17933894	5	1	151
PN1_SID47	17933895	0	0	150
PN1_SID47	17933899	0	0	151
PN1_SID47	17933899	4	0	151
PN1_SID47	17933899	0	0	151
PN1_SID47	17933899	0	0	127
PN1_SID48	17933742	0	0	74
PN1_SID48	17933745	0	0	54
PN1_SID48	17933811	0	0	151
PN1_SID48	17933821	0	0	136
PN1_SID48	17933863	0	0	151
PN1_SID48	17933873	0	2	41
PN1_SID48	17933878	0	0	151
PN1_SID48	17933878	0	0	151
PN1_SID48	17933883	5	0	151
PN1_SID48	17933883	0	0	151
PN1_SID48	17933884	0	0	151
PN1_SID48	17933894	0	0	150
PN1_SID48	17933894	0	0	151
PN1_SID48	17933899	0	0	149
PN1_SID48	17933899	0	0	151
PN1_SID4	17933742	0	0	43
PN1_SID4	17933816	0	0	151
PN1_SID4	17933818	0	0	151
PN1_SID4	17933821	0	0	151
PN1_SID4	17933837	0	0	151
PN1_SID4	17933852	0	0	103
PN1_SID4	17933858	0	0	151
PN1_SID4	17933878	0	0	151
PN1_SID4	17933890	43	0	151
PN1_SID4	17933896	0	0	151
PN1_SID4	17933899	0	0	151
PN1_SID50	17925668	0	0	151
PN1_SID50	17933696	22	0	151
PN1_SID50	17933697	11	0	151
PN1_SID50	17933742	0	0	99
PN1_SID50	17933763	0	6	151
PN1_SID50	17933826	0	0	151
PN1_SID50	17933834	16	0	151
PN1_SID50	17933839	39	0	151
PN1_SID50	17933850	0	0	151
PN1_SID50	17933864	0	0	140
PN1_SID50	17933865	0	0	121
PN1_SID50	17933871	0	0	151
PN1_SID50	17933880	8	0	151
PN1_SID50	17933888	40	0	137
PN1_SID50	17933899	0	0	151
PN1_SID51	17933747	0	0	69
PN1_SID51	17933880	30	0	150
PN1_SID51	17933891	0	0	151
PN1_SID52	17933736	19	0	150
PN1_SID52	17933736	20	0	151
PN1_SID52	17933827	0	0	151
PN1_SID52	17933859	0	0	151
PN1_SID52	17933871	0	0	151
PN1_SID52	17933889	0	0	91
PN1_SID52	17933889	0	0	151
PN1_SID52	17933891	0	1	129
PN1_SID52	17933899	0	0	97
PN1_SID52	17933899	0	0	55
PN1_SID53	17925721	0	0	151
PN1_SID53	17933746	0	0	39
PN1_SID53	17933778	0	0	151
PN1_SID53	17933796	6	0	151
PN1_SID53	17933845	0	0	151
PN1_SID53	17933867	2	0	137
PN1_SID53	17933878	0	0	151
PN1_SID54	17925691	0	0	151
PN1_SID54	17925691	0	0	151
PN1_SID54	17925703	0	0	151
PN1_SID54	17933742	0	0	72
PN1_SID54	17933837	0	0	151
PN1_SID54	17933867	2	2	72
PN1_SID54	17933889	0	0	80
PN1_SID54	17933894	0	0	151
PN1_SID54	17933899	0	0	57
PN1_SID54	17933899	0	0	149
PN1_SID54	17933899	0	0	151
PN1_SID54	17933901	6	0	151
PN1_SID55	17933741	0	0	49
PN1_SID55	17933759	10	0	48
PN1_SID55	17933816	0	0	147
PN1_SID55	17933832	0	0	151
PN1_SID55	17933837	0	0	149
PN1_SID55	17933838	0	0	151
PN1_SID55	17933840	0	0	148
PN1_SID55	17933845	4	0	39
PN1_SID55	17933846	0	0	150
PN1_SID55	17933846	0	0	151
PN1_SID55	17933853	0	0	151
PN1_SID55	17933855	0	0	150
PN1_SID55	17933863	0	0	151
PN1_SID55	17933865	0	0	151
PN1_SID55	17933865	0	0	145
PN1_SID55	17933884	21	3	139
PN1_SID55	17933891	0	0	151
PN1_SID55	17933898	0	0	151
PN1_SID55	17933899	0	0	131
PN1_SID55	17933899	0	0	151
PN1_SID55	17933899	0	0	151
PN1_SID56	17933742	0	0	72
PN1_SID56	17933742	0	0	43
PN1_SID56	17933753	0	0	127
PN1_SID56	17933757	0	0	151
PN1_SID56	17933816	0	0	151
PN1_SID56	17933877	18	0	151
PN1_SID56	17933878	0	0	151
PN1_SID56	17933889	0	0	151
PN1_SID56	17933889	0	0	150
PN1_SID56	17933891	0	0	151
PN1_SID56	17933891	0	0	91
PN1_SID56	17933891	0	0	151
PN1_SID56	17933899	0	0	151
PN1_SID57	17933823	35	2	151
PN1_SID57	17933840	0	0	151
PN1_SID57	17933840	0	0	151
PN1_SID57	17933850	0	0	151
PN1_SID57	17933891	0	0	151
PN1_SID57	17933899	0	0	151
PN1_SID57	17933899	0	0	151
PN1_SID58	17933743	0	0	62
